"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.608468290E0,1.628057212E-1,4.501099288E-1,9.758766174E0,9.770497526E0
2.612467983E0,1.723825186E-1,4.022258818E-1,9.835380554E0,9.845111073E0
2.616464599E0,1.819593310E-1,4.309563041E-1,9.864110947E0,9.875197077E0
2.620460985E0,1.915361285E-1,3.830722570E-1,9.825803757E0,9.835133446E0
2.624462140E0,1.244984865E-1,4.501099288E-1,9.825803757E0,9.836895765E0
2.628459141E0,1.915361285E-1,4.884171486E-1,9.806650162E0,9.820673337E0
2.632456603E0,1.053448766E-1,3.926490843E-1,9.777919769E0,9.786367348E0
2.636484297E0,1.915361285E-1,4.405331016E-1,9.873687744E0,9.885366213E0
2.640481836E0,1.628057212E-1,4.501099288E-1,9.816226959E0,9.827889721E0
2.644480683E0,1.532289088E-1,4.501099288E-1,9.883264542E0,9.894695349E0
2.648478531E0,1.244984865E-1,3.734954596E-1,9.758766174E0,9.766704458E0
2.652475378E0,7.661445439E-2,3.926490843E-1,9.768342972E0,9.776531465E0
2.656472917E0,1.723825186E-1,4.596867263E-1,9.777919769E0,9.790237108E0
2.660471149E0,1.723825186E-1,4.309563041E-1,9.844957352E0,9.855892873E0
2.664469535E0,1.053448766E-1,4.405331016E-1,9.797073364E0,9.807538604E0
2.668464997E0,1.053448766E-1,3.734954596E-1,9.787496567E0,9.795186851E0
2.672464690E0,1.819593310E-1,4.118026793E-1,9.825803757E0,9.836112551E0
2.676460999E0,1.436520964E-1,4.309563041E-1,9.835380554E0,9.845865625E0
2.680460616E0,1.532289088E-1,4.022258818E-1,9.797073364E0,9.806523913E0
2.684459155E0,8.619125932E-2,3.926490843E-1,9.787496567E0,9.795748633E0
2.688454849E0,1.628057212E-1,4.596867263E-1,9.816226959E0,9.828332987E0
2.692483389E0,1.819593310E-1,4.788403511E-1,9.749189377E0,9.762637491E0
2.696481236E0,1.340752989E-1,3.734954596E-1,9.825803757E0,9.833813833E0
2.700479468E0,1.532289088E-1,4.309563041E-1,9.749189377E0,9.759912701E0
2.704478853E0,1.819593310E-1,3.734954596E-1,9.749189377E0,9.758037793E0
2.708475393E0,1.340752989E-1,4.213795066E-1,9.825803757E0,9.835748896E0
2.712473855E0,1.436520964E-1,4.501099288E-1,9.854534149E0,9.865854153E0
2.716469856E0,1.244984865E-1,4.501099288E-1,9.758766174E0,9.769934292E0
2.720468704E0,1.053448766E-1,3.543418646E-1,9.892841339E0,9.899745727E0
2.724468320E0,1.628057212E-1,3.543418646E-1,9.816226959E0,9.823969441E0
2.728464706E0,2.202665508E-1,4.309563041E-1,9.768342972E0,9.780325409E0
2.732462860E0,5.746084079E-2,3.926490843E-1,9.806650162E0,9.814675871E0
2.736459708E0,1.532289088E-1,4.022258818E-1,9.864110947E0,9.873497330E0
2.740459170E0,7.661445439E-2,3.734954596E-1,9.777919769E0,9.785350461E0
2.744456710E0,1.436520964E-1,4.788403511E-1,9.797073364E0,9.809820106E0
2.748484018E0,1.532289088E-1,3.543418646E-1,9.749189377E0,9.756829954E0
2.752481019E0,1.244984865E-1,4.309563041E-1,9.797073364E0,9.807337545E0
2.756479790E0,2.011129409E-1,4.118026793E-1,9.892841339E0,9.903450794E0
2.760477021E0,9.576806426E-2,4.022258818E-1,9.835380554E0,9.844067646E0
2.764474484E0,1.819593310E-1,4.884171486E-1,9.797073364E0,9.810927938E0
2.768472100E0,1.053448766E-1,4.213795066E-1,9.825803757E0,9.835399214E0
2.772470255E0,1.628057212E-1,4.405331016E-1,9.797073364E0,9.808324098E0
2.776467487E0,7.661445439E-2,3.926490843E-1,9.797073364E0,9.805237865E0
2.780466488E0,1.340752989E-1,3.639186621E-1,9.768342972E0,9.776038942E0
2.784464027E0,1.436520964E-1,3.734954596E-1,9.806650162E0,9.814811367E0
2.788461336E0,1.436520964E-1,4.118026793E-1,9.816226959E0,9.825911107E0
2.792458491E0,1.340752989E-1,4.405331016E-1,9.816226959E0,9.827021793E0
2.796457030E0,1.819593310E-1,4.022258818E-1,9.787496567E0,9.797447826E0
2.800485339E0,1.149216816E-1,4.309563041E-1,9.797073364E0,9.807220648E0
2.804484648E0,1.532289088E-1,4.309563041E-1,9.797073364E0,9.807744335E0
2.808480726E0,1.532289088E-1,4.692635238E-1,9.730035782E0,9.742550163E0
2.812478804E0,2.106897533E-1,3.639186621E-1,9.787496567E0,9.796525711E0
2.816477882E0,7.661445439E-2,4.022258818E-1,9.749189377E0,9.757784018E0
2.820475190E0,1.532289088E-1,4.405331016E-1,9.816226959E0,9.827301778E0
2.824473961E0,1.436520964E-1,3.926490843E-1,9.825803757E0,9.834695150E0
2.828470577E0,1.532289088E-1,4.596867263E-1,9.835380554E0,9.847309360E0
2.832468655E0,9.576806426E-2,4.309563041E-1,9.825803757E0,9.835716259E0
2.836464733E0,1.436520964E-1,4.213795066E-1,9.806650162E0,9.816750176E0
2.840463119E0,1.723825186E-1,3.639186621E-1,9.816226959E0,9.824482899E0
2.844463196E0,1.628057212E-1,3.926490843E-1,9.787496567E0,9.796722312E0
2.848458813E0,1.819593310E-1,4.022258818E-1,9.730035782E0,9.740045748E0
2.852458198E0,1.723825186E-1,4.501099288E-1,9.758766174E0,9.770661796E0
2.856454815E0,1.436520964E-1,4.405331016E-1,9.797073364E0,9.808024870E0
2.860482893E0,1.244984865E-1,4.213795066E-1,9.806650162E0,9.816488576E0
2.864481586E0,1.532289088E-1,3.639186621E-1,9.787496567E0,9.795458383E0
2.868477664E0,1.819593310E-1,4.022258818E-1,9.777919769E0,9.787880765E0
2.872476050E0,1.819593310E-1,4.405331016E-1,9.797073364E0,9.808660720E0
2.876474205E0,1.723825186E-1,3.926490843E-1,9.787496567E0,9.796886142E0
2.880471129E0,1.436520964E-1,4.022258818E-1,9.758766174E0,9.768108252E0
2.884470283E0,1.244984865E-1,3.447650373E-1,9.816226959E0,9.823068488E0
2.888467208E0,2.106897533E-1,4.022258818E-1,9.806650162E0,9.817156575E0
2.892464747E0,1.340752989E-1,4.213795066E-1,9.806650162E0,9.816614705E0
2.896461902E0,1.819593310E-1,3.351882398E-1,9.797073364E0,9.804494217E0
2.900461903E0,1.723825186E-1,4.405331016E-1,9.825803757E0,9.837184791E0
2.904460750E0,2.011129409E-1,4.596867263E-1,9.825803757E0,9.838606495E0
2.908455443E0,1.149216816E-1,4.022258818E-1,9.825803757E0,9.834704475E0
2.912484137E0,1.915361285E-1,4.118026793E-1,9.816226959E0,9.826727800E0
2.916482907E0,1.436520964E-1,4.213795066E-1,9.777919769E0,9.788049429E0
2.920480139E0,1.149216816E-1,4.118026793E-1,9.749189377E0,9.758559420E0
2.924479524E0,2.011129409E-1,3.734954596E-1,9.806650162E0,9.815820530E0
2.928476064E0,8.619125932E-2,4.022258818E-1,9.739612579E0,9.748295635E0
2.932474526E0,1.244984865E-1,4.022258818E-1,9.864110947E0,9.873093249E0
2.936472143E0,1.053448766E-1,4.213795066E-1,9.749189377E0,9.758860166E0
2.940472144E0,1.628057212E-1,3.830722570E-1,9.806650162E0,9.815479482E0
2.944468068E0,1.723825186E-1,4.692635238E-1,9.806650162E0,9.819384471E0
2.948465377E0,1.532289088E-1,4.501099288E-1,9.797073364E0,9.808604618E0
2.952462608E0,1.532289088E-1,4.118026793E-1,9.797073364E0,9.806921385E0
2.956459763E0,1.340752989E-1,4.788403511E-1,9.825803757E0,9.838378105E0
2.960458841E0,1.723825186E-1,4.405331016E-1,9.777919769E0,9.789356473E0
2.964456457E0,1.436520964E-1,4.788403511E-1,9.806650162E0,9.819384472E0
2.968485074E0,2.202665508E-1,3.351882398E-1,9.816226959E0,9.824417551E0
